order_id,customer_id,order_date,product_id,product_category,quantity,price_per_unit,total_amount
O02053,C0193,2023-06-06,P049,Electronics,4.0,1498.82,5995.28
O02054,C0188,2022-08-15,P010,Electronics,17.0,1272.4,21630.8
O02055,C0043,2022-05-01,P067,Fashion,14.0,823.71,11531.94
O02056,C0175,2023-01-16,P045,Fashion,12.0,1458.23,17498.76
O02057,C0100,2022-03-18,P067,Groceries,4.0,1227.3,4909.2
O02058,C0118,2023-11-01,P068,Home,9.0,156.89,1412.01
O02059,C0030,2023-12-24,P082,Toys,18.0,1471.1,26479.8
O02060,C0139,2023-01-27,P040,Books,17.0,133.49,2269.33
O02061,C0091,2022-07-14,P023,Books,11.0,709.39,7803.29
O02062,C0049,2022-01-16,P070,Groceries,3.0,307.95,923.85
O02063,C0082,2022-06-03,P041,Toys,1.0,1077.72,1077.72
O02064,C0189,2023-01-07,P081,Groceries,18.0,620.63,11171.34
O02065,C0018,2023-08-12,P033,Home,1.0,336.64,336.64
O02066,C0168,2022-01-28,P106,Electronics,13.0,696.34,9052.42
O02067,C0149,2023-04-06,P092,Groceries,12.0,1380.33,16563.96
O02068,C0022,2023-04-15,P068,,,,12678.96
O02069,C0039,2023-09-16,P117,Books,16.0,415.19,6643.04
O02070,C0074,2022-04-15,P039,Home,17.0,192.33,3269.61
O02071,C0062,2022-08-19,P040,Toys,17.0,1215.35,20660.95
O02072,C0134,2023-06-22,P033,Toys,3.0,1493.72,4481.16
O02073,C0116,2023-09-02,P057,Electronics,7.0,860.24,6021.68
O02074,C0096,2022-03-24,P017,Home,20.0,1328.03,26560.6
O02075,C0069,2023-02-18,P109,Groceries,19.0,575.51,10934.69
O02076,C0165,2022-02-12,P024,Home,18.0,1314.52,23661.36
O02077,C0029,2022-02-26,P108,Groceries,3.0,557.71,1673.13
O02078,C0026,2023-03-11,P100,Books,7.0,135.91,951.37
O02079,C0030,2023-06-06,P126,Groceries,5.0,555.33,2776.65
O02080,C0141,2023-12-31,P103,Groceries,14.0,54.96,769.44
O02081,C0033,2022-12-23,P088,Home,13.0,71.83,933.79
O02082,C0191,2023-10-02,P081,Fashion,16.0,627.05,10032.8
O02083,C0163,2023-03-05,P001,Books,19.0,883.24,16781.56
O02084,C0155,2023-12-11,P031,Home,14.0,375.86,5262.04
O02085,C0150,2022-04-27,P084,Home,13.0,1212.45,15761.85
O02086,C0050,2023-10-04,P046,Books,18.0,817.85,14721.3
O02087,C0042,2022-10-13,P129,Groceries,19.0,334.45,6354.55
O02088,C0109,2023-01-21,P118,Electronics,5.0,296.19,1480.95
O02089,C0066,2022-01-28,P087,Groceries,14.0,622.02,8708.28
O02090,C0155,2022-09-23,P109,Toys,1.0,1326.95,1326.95
O02091,C0154,2023-05-02,P056,Home,20.0,737.55,14751.0
O02092,C0176,2023-12-10,P005,Toys,19.0,813.85,15463.15
O02093,C0106,2023-10-08,P095,Books,10.0,1219.95,12199.5
O02094,C0193,2022-07-14,P084,Groceries,6.0,723.56,4341.36
O02095,C0198,2022-11-23,P127,Electronics,5.0,211.29,1056.45
O02096,C0062,2023-03-17,P130,Electronics,11.0,247.3,2720.3
O02097,C0009,2023-05-09,P008,Toys,6.0,884.13,5304.78
O02098,C0033,2023-06-24,P018,Fashion,7.0,298.85,2091.95
O02099,C0008,2022-04-15,P035,Groceries,11.0,1482.25,16304.75
O02100,C0012,2022-03-29,P044,Electronics,14.0,868.29,12156.06
O02101,C0072,2022-12-27,P105,Toys,14.0,748.44,10478.16
O02102,C0150,2023-06-03,P071,Home,12.0,96.15,1153.8
O02103,C0011,2023-03-15,P095,Fashion,1.0,925.66,925.66
O02104,C0109,2023-10-02,P053,Home,12.0,151.26,1815.12
O02105,C0193,2022-05-10,P080,Groceries,3.0,530.74,1592.22
O02106,C0053,2022-01-08,P028,Books,17.0,1282.51,21802.67
O02107,C0038,2023-03-22,P097,Electronics,11.0,718.28,7901.08
O02108,C0092,2022-03-12,P115,Groceries,2.0,86.79,173.58
O02109,C0113,2022-06-25,P060,Groceries,6.0,445.34,2672.04
O02110,C0194,2023-01-16,P075,Home,7.0,1158.88,8112.16
O02111,C0129,2023-05-16,P114,Electronics,3.0,559.9,1679.7
O02112,C0151,2023-02-22,P072,Toys,2.0,219.52,439.04
O02113,C0027,2023-07-17,P001,Books,15.0,889.24,13338.6
O02114,C0108,2023-04-11,P102,Books,18.0,871.88,15693.84
O02115,C0080,2022-06-10,P052,Books,3.0,528.86,1586.58
O02116,C0042,2023-03-28,P061,Electronics,5.0,1242.81,6214.05
O02117,C0199,2023-01-09,P022,Groceries,20.0,1377.62,27552.4
O02118,C0049,2023-08-18,P001,Books,16.0,103.71,1659.36
O02119,C0025,2023-09-20,P003,Electronics,19.0,115.77,2199.63
O02120,C0130,2022-10-17,P019,Toys,6.0,911.29,5467.74
O02121,C0091,2023-12-02,P043,Groceries,20.0,1383.62,27672.4
O02122,C0138,2022-11-17,P018,Fashion,11.0,685.43,7539.73
O02123,C0122,2022-05-21,P115,Electronics,6.0,101.27,607.62
O02124,C0012,2023-06-03,P029,Fashion,13.0,463.99,6031.87
O02125,C0200,2023-08-26,P081,,,,9615.2
O02126,C0138,2023-09-26,P038,Groceries,5.0,1078.65,5393.25
O02127,C0026,2022-01-20,P004,Electronics,1.0,548.18,548.18
O02128,C0058,2023-02-23,P045,Fashion,17.0,37.14,631.38
O02129,C0123,2023-02-15,P086,Home,7.0,514.79,3603.53
O02130,C0021,2022-04-15,P065,Home,4.0,847.18,3388.72
O02131,C0150,2023-12-29,P009,Groceries,6.0,180.6,1083.6
O02132,C0097,2023-05-31,P037,Electronics,9.0,31.44,282.96
O02133,C0128,2023-05-24,P117,Books,7.0,1440.57,10083.99
O02134,C0079,2023-12-17,P051,Groceries,19.0,1204.31,22881.89
O02135,C0029,2022-07-18,P094,Fashion,10.0,1404.3,14043.0
O02136,C0004,2023-08-15,P051,Groceries,13.0,607.59,7898.67
O02137,C0025,2023-08-28,P104,Electronics,6.0,444.61,2667.66
O02138,C0082,2023-04-26,P070,Home,7.0,1489.49,10426.43
O02139,C0060,2023-04-12,P058,Fashion,3.0,1192.16,3576.48
O02140,C0015,2022-11-15,P116,Home,9.0,658.25,5924.25
O02141,C0128,2023-03-06,P057,Groceries,12.0,29.23,350.76
O02142,C0087,2023-09-22,P111,Groceries,19.0,640.11,12162.09
O02143,C0078,2023-09-20,P045,Electronics,19.0,312.47,5936.93
O02144,C0081,2023-03-22,P053,Electronics,11.0,1168.84,12857.24
O02145,C0025,2023-03-22,P058,Electronics,8.0,1133.05,9064.4
O02146,C0156,2023-03-27,P031,Toys,19.0,475.79,9040.01
O02147,C0002,2022-03-30,P057,Toys,15.0,271.0,4065.0
O02148,C0169,2022-12-24,P067,,,,11551.02
O02149,C0029,2023-07-26,P092,Home,2.0,556.41,1112.82
O02150,C0190,2023-07-27,P034,Home,12.0,1450.94,17411.28
O02151,C0088,2022-12-09,P089,Toys,2.0,290.91,581.82
O02152,C0114,2023-12-07,P102,Toys,8.0,462.52,3700.16
O02153,C0158,2022-09-14,P066,Toys,17.0,606.07,10303.19
O02154,C0150,2022-04-11,P079,Electronics,12.0,1352.86,16234.32
O02155,C0192,2022-12-20,P072,Electronics,5.0,1238.81,6194.05
O02156,C0059,2022-07-09,P082,Toys,12.0,528.86,6346.32
O02157,C0111,2023-10-25,P099,Groceries,5.0,1245.1,6225.5
O02158,C0154,2023-02-26,P126,Home,16.0,1045.84,16733.44
O02159,C0118,2022-10-23,P127,Home,4.0,744.74,2978.96
O02160,C0083,2022-03-10,P047,Toys,5.0,1334.65,6673.25
O02161,C0070,2023-06-05,P042,Fashion,7.0,325.63,2279.41
O02162,C0114,2022-10-03,P077,Toys,14.0,1284.02,17976.28
O02163,C0175,2023-08-16,P089,Home,16.0,817.08,13073.28
O02164,C0062,2023-12-28,P033,Home,6.0,1008.64,6051.84
O02165,C0072,2022-08-06,P076,Toys,20.0,345.99,6919.8
O02166,C0175,2023-02-22,P112,,,,3579.96
O02167,C0017,2023-08-03,P124,Home,8.0,1283.27,10266.16
O02168,C0135,2022-06-09,P103,Fashion,15.0,480.23,7203.45
O02169,C0010,2023-10-25,P074,Toys,8.0,851.47,6811.76
O02170,C0095,2023-02-13,P062,Groceries,15.0,480.25,7203.75
O02171,C0157,2023-01-28,P078,Home,19.0,1328.17,25235.23
O02172,C0157,2023-02-27,P019,Toys,12.0,1060.01,12720.12
O02173,C0064,2022-11-23,P054,Electronics,15.0,131.05,1965.75
O02174,C0092,2023-05-26,P031,Groceries,20.0,1167.85,23357.0
O02175,C0161,2023-07-15,P094,Electronics,7.0,535.78,3750.46
O02176,C0005,2023-12-07,P080,Groceries,10.0,1044.64,10446.4
O02177,C0165,2023-12-29,P094,Electronics,16.0,143.8,2300.8
O02178,C0134,2022-05-04,P016,Toys,1.0,1216.4,1216.4
O02179,C0049,2023-06-04,P076,Groceries,4.0,345.69,1382.76
O02180,C0052,2023-01-15,P005,Groceries,9.0,172.81,1555.29
O02181,C0097,2022-10-06,P035,Home,5.0,47.46,237.3
O02182,C0005,2023-05-14,P087,Electronics,6.0,74.04,444.24
O02183,C0079,2022-12-27,P012,Fashion,10.0,1206.94,12069.4
O02184,C0122,2023-07-27,P004,Groceries,19.0,307.78,5847.82
O02185,C0146,2022-05-04,P124,Toys,4.0,1272.4,5089.6
O02186,C0186,2022-07-01,P018,Electronics,12.0,211.95,2543.4
O02187,C0069,2022-02-26,P083,Fashion,13.0,703.39,9144.07
O02188,C0142,2023-02-08,P016,Toys,19.0,446.94,8491.86
O02189,C0172,2023-05-04,P112,Groceries,2.0,470.46,940.92
O02190,C0120,2023-11-07,P121,,,,5508.85
O02191,C0168,2023-03-19,P043,Home,17.0,995.31,16920.27
O02192,C0028,2022-03-07,P017,Groceries,6.0,985.02,5910.12
O02193,C0006,2022-06-29,P027,Home,19.0,592.97,11266.43
O02194,C0110,2022-11-03,P044,Electronics,16.0,333.7,5339.2
O02195,C0106,2023-11-22,P039,Electronics,3.0,578.48,1735.44
O02196,C0122,2023-07-13,P084,Groceries,11.0,842.56,9268.16
O02197,C0118,2022-09-16,P116,Books,20.0,1176.67,23533.4
O02198,C0171,2023-02-23,P014,Groceries,9.0,1075.14,9676.26
O02199,C0141,2022-11-20,P027,Electronics,15.0,1063.63,15954.45
O02200,C0165,2023-11-12,P037,Electronics,8.0,1144.36,9154.88
O02201,C0167,2023-02-06,P017,Fashion,14.0,1460.87,20452.18
O02202,C0118,2022-11-11,P108,Electronics,8.0,921.29,7370.32
O02203,C0145,2023-03-04,P084,Toys,18.0,95.77,1723.86
O02204,C0155,2023-01-11,P072,Toys,19.0,978.49,18591.31
O02205,C0086,2023-08-05,P033,Books,2.0,789.39,1578.78
O02206,C0147,2023-12-27,P025,Electronics,3.0,611.64,1834.92
O02207,C0169,2022-09-08,P123,Groceries,13.0,909.41,11822.33
O02208,C0009,2022-03-08,P066,Groceries,17.0,432.28,7348.76
O02209,C0185,2023-07-14,P045,Home,4.0,548.19,2192.76
O02210,C0078,2023-01-09,P057,Toys,1.0,975.22,975.22
O02211,C0118,2022-09-30,P073,Electronics,6.0,410.36,2462.16
O02212,C0152,2022-06-01,P130,Fashion,6.0,60.23,361.38
O02213,C0164,2023-09-30,P119,Toys,1.0,728.86,728.86
O02214,C0031,2022-06-23,P104,,,,1516.45
O02215,C0114,2023-02-18,P112,Toys,3.0,313.45,940.35
O02216,C0131,2022-06-10,P005,,,,434.98
O02217,C0196,2023-05-16,P060,Groceries,9.0,1486.83,13381.47
O02218,C0062,2023-06-11,P116,Home,16.0,806.0,12896.0
O02219,C0051,2022-02-27,P074,Home,6.0,911.99,5471.94
O02220,C0171,2022-03-28,P012,Toys,16.0,964.99,15439.84
O02221,C0071,2022-01-08,P094,Groceries,12.0,1138.78,13665.36
O02222,C0046,2022-04-20,P119,Books,8.0,853.2,6825.6
O02223,C0183,2022-03-01,P113,Home,15.0,844.09,12661.35
O02224,C0043,2022-11-15,P015,Electronics,4.0,384.94,1539.76
O02225,C0012,2023-02-18,P004,Fashion,17.0,653.79,11114.43
O02226,C0038,2022-11-26,P116,Toys,12.0,619.08,7428.96
O02227,C0001,2023-12-25,P036,Books,12.0,137.4,1648.8
O02228,C0012,2022-01-31,P111,Books,8.0,322.82,2582.56
O02229,C0053,2022-06-28,P020,Home,13.0,230.35,2994.55
O02230,C0038,2022-09-24,P110,Electronics,1.0,1345.11,1345.11
O02231,C0082,2023-05-06,P071,Home,15.0,443.21,6648.15
O02232,C0180,2022-05-27,P043,Fashion,19.0,270.7,5143.3
O02233,C0192,2023-07-08,P093,,,,6135.95
O02234,C0114,2023-08-08,P088,,,,4679.64
O02235,C0198,2022-02-02,P096,Fashion,11.0,685.7,7542.7
O02236,C0137,2022-06-01,P128,Fashion,15.0,437.14,6557.1
O02237,C0033,2022-03-20,P060,Fashion,17.0,1132.88,19258.96
O02238,C0131,2022-06-28,P002,Electronics,10.0,75.74,757.4
O02239,C0017,2022-04-05,P060,Toys,19.0,1113.51,21156.69
O02240,C0090,2022-03-30,P038,Home,2.0,1384.11,2768.22
O02241,C0173,2022-10-12,P092,Groceries,15.0,122.11,1831.65
O02242,C0125,2022-11-17,P093,Fashion,1.0,580.06,580.06
O02243,C0059,2022-05-18,P008,Toys,7.0,681.88,4773.16
O02244,C0200,2023-12-11,P017,Toys,17.0,1274.06,21659.02
O02245,C0164,2022-11-28,P088,Toys,15.0,1045.48,15682.2
O02246,C0075,2023-05-17,P078,Electronics,3.0,816.37,2449.11
O02247,C0133,2022-10-14,P016,Groceries,12.0,106.72,1280.64
O02248,C0141,2023-07-04,P104,Fashion,6.0,110.9,665.4
O02249,C0091,2023-05-24,P099,Groceries,15.0,1243.89,18658.35
O02250,C0128,2022-01-17,P075,,,,14014.39
O02251,C0048,2023-04-18,P066,Books,3.0,320.85,962.55
O02252,C0158,2022-11-28,P055,Electronics,1.0,965.63,965.63
O02253,C0045,2023-12-05,P116,Electronics,13.0,211.78,2753.14
O02254,C0107,2022-09-08,P102,Groceries,2.0,73.39,146.78
O02255,C0127,2023-09-06,P120,,,,10537.44
O02256,C0196,2022-08-06,P086,Groceries,15.0,1350.41,20256.15
O02257,C0017,2022-11-16,P030,Books,15.0,973.5,14602.5
O02258,C0006,2023-02-19,P095,Groceries,9.0,1213.95,10925.55
O02259,C0075,2022-03-08,P116,Books,3.0,1399.17,4197.51
O02260,C0115,2022-11-21,P089,Electronics,12.0,1091.02,13092.24
O02261,C0060,2022-03-02,P098,Books,2.0,608.12,1216.24
O02262,C0013,2023-10-12,P097,Groceries,18.0,78.4,1411.2
O02263,C0040,2023-10-21,P079,Groceries,7.0,1420.9,9946.3
O02264,C0123,2023-03-15,P049,Fashion,10.0,15.97,159.7
O02265,C0084,2023-07-14,P068,Groceries,2.0,97.43,194.86
O02266,C0130,2022-08-21,P065,Books,5.0,472.1,2360.5
O02267,C0009,2023-06-03,P095,Groceries,2.0,1444.43,2888.86
O02268,C0136,2023-12-01,P060,Fashion,1.0,334.77,334.77
O02269,C0009,2022-04-13,P040,Home,20.0,1153.96,23079.2
O02270,C0120,2022-03-23,P012,Books,3.0,1397.5,4192.5
O02271,C0163,2023-12-18,P099,Groceries,13.0,1308.92,17015.96
O02272,C0055,2022-01-18,P044,Fashion,19.0,626.87,11910.53
O02273,C0061,2023-11-05,P045,Groceries,8.0,277.26,2218.08
O02274,C0188,2023-01-21,P042,Electronics,17.0,1496.72,25444.24
O02275,C0122,2022-05-26,P123,Books,2.0,503.19,1006.38
O02276,C0041,2022-08-28,P084,Books,17.0,1128.44,19183.48
O02277,C0140,2022-07-09,P074,Toys,18.0,309.48,5570.64
O02278,C0001,2022-01-13,P128,Electronics,6.0,1297.06,7782.36
O02279,C0162,2022-10-06,P044,Groceries,7.0,664.8,4653.6
O02280,C0059,2023-05-19,P092,Toys,4.0,993.66,3974.64
O02281,C0147,2023-07-27,P030,Home,6.0,1312.2,7873.2
O02282,C0187,2022-10-13,P099,Toys,10.0,824.52,8245.2
O02283,C0074,2023-04-27,P059,Books,8.0,1195.72,9565.76
O02284,C0003,2022-06-01,P102,Fashion,10.0,326.65,3266.5
O02285,C0185,2023-09-12,P017,Books,9.0,1195.06,10755.54
O02286,C0159,2023-07-06,P032,Home,7.0,1041.4,7289.8
O02287,C0064,2022-06-08,P054,Groceries,15.0,1268.4,19026.0
O02288,C0017,2022-12-05,P074,Toys,18.0,372.57,6706.26
O02289,C0044,2023-01-02,P072,Toys,19.0,530.19,10073.61
O02290,C0001,2023-03-06,P021,Fashion,8.0,652.75,5222.0
O02291,C0142,2022-03-13,P063,Toys,18.0,108.8,1958.4
O02292,C0049,2023-11-11,P126,Electronics,8.0,448.26,3586.08
O02293,C0035,2023-04-07,P011,Toys,2.0,1142.71,2285.42
O02294,C0132,2022-09-02,P008,Books,11.0,761.43,8375.73
O02295,C0172,2023-05-16,P035,Fashion,19.0,1482.35,28164.65
O02296,C0004,2022-11-09,P033,Electronics,14.0,1263.38,17687.32
O02297,C0150,2023-08-05,P068,Groceries,3.0,309.4,928.2
O02298,C0036,2022-08-05,P038,Electronics,13.0,704.12,9153.56
O02299,C0171,2022-04-12,P129,Fashion,8.0,831.72,6653.76
O02300,C0013,2023-06-18,P076,Books,9.0,173.76,1563.84
O02301,C0181,2023-11-17,P043,Groceries,16.0,645.83,10333.28
O02302,C0143,2023-11-25,P031,Books,20.0,1433.38,28667.6
O02303,C0175,2022-09-21,P088,Home,14.0,400.94,5613.16
O02304,C0087,2023-05-07,P103,Fashion,13.0,1460.27,18983.51
O02305,C0166,2022-01-30,P016,,,,26677.4
O02306,C0132,2022-04-02,P062,Home,20.0,726.31,14526.2
O02307,C0195,2023-09-04,P075,Fashion,10.0,710.94,7109.4
O02308,C0095,2022-07-18,P108,Home,19.0,256.74,4878.06
O02309,C0007,2022-12-30,P034,Home,16.0,1084.17,17346.72
O02310,C0187,2022-05-02,P096,Groceries,17.0,634.31,10783.27
O02311,C0058,2023-09-27,P111,Groceries,6.0,1418.27,8509.62
O02312,C0125,2023-11-08,P084,Toys,6.0,524.3,3145.8
O02313,C0147,2022-06-11,P003,Groceries,7.0,1036.19,7253.33
O02314,C0080,2022-01-06,P045,Electronics,16.0,716.19,11459.04
O02315,C0195,2023-03-05,P125,Fashion,7.0,510.9,3576.3
O02316,C0200,2022-05-30,P032,Groceries,4.0,940.71,3762.84
O02317,C0102,2022-05-15,P007,Electronics,18.0,1032.62,18587.16
O02318,C0195,2023-10-30,P017,Groceries,19.0,1280.04,24320.76
O02319,C0192,2023-07-20,P056,Groceries,7.0,1068.19,7477.33
O02320,C0084,2022-09-15,P049,Fashion,5.0,188.51,942.55
O02321,C0009,2022-04-26,P051,Books,13.0,705.73,9174.49
O02322,C0041,2022-09-16,P123,Home,14.0,866.57,12131.98
O02323,C0140,2023-12-08,P040,Home,6.0,1288.49,7730.94
O02324,C0041,2023-01-17,P002,Groceries,8.0,701.66,5613.28
O02325,C0149,2023-10-01,P009,Fashion,19.0,266.5,5063.5
O02326,C0066,2023-01-27,P113,Groceries,14.0,907.82,12709.48
O02327,C0126,2022-06-13,P086,Fashion,15.0,290.76,4361.4
O02328,C0096,2023-08-28,P102,Books,2.0,78.52,157.04
O02329,C0149,2023-09-27,P129,Toys,19.0,901.5,17128.5
O02330,C0047,2023-03-02,P026,Books,9.0,23.81,214.29
O02331,C0195,2022-05-26,P059,Books,16.0,737.27,11796.32
O02332,C0046,2022-10-22,P083,Electronics,4.0,552.49,2209.96
O02333,C0035,2022-10-15,P057,Electronics,1.0,1200.17,1200.17
O02334,C0129,2022-03-17,P020,Books,2.0,1299.78,2599.56
O02335,C0112,2023-03-27,P038,Groceries,17.0,447.79,7612.43
O02336,C0168,2022-12-16,P106,Fashion,6.0,273.94,1643.64
O02337,C0031,2022-06-04,P116,Electronics,14.0,734.27,10279.78
O02338,C0076,2023-07-25,P045,Electronics,17.0,918.15,15608.55
O02339,C0012,2022-08-26,P096,Electronics,19.0,600.18,11403.42
O02340,C0191,2022-03-18,P108,Fashion,3.0,1094.29,3282.87
O02341,C0063,2023-01-06,P057,,,,12046.43
O02342,C0068,2022-04-29,P026,Home,17.0,517.9,8804.3
O02343,C0096,2023-12-06,P117,Fashion,7.0,313.24,2192.68
O02344,C0023,2022-06-17,P013,Groceries,16.0,701.83,11229.28
O02345,C0066,2023-09-26,P094,,,,19322.1
O02346,C0001,2023-09-05,P085,Fashion,20.0,145.1,2902.0
O02347,C0003,2022-03-14,P110,Home,7.0,83.05,581.35
O02348,C0053,2023-04-09,P031,Toys,14.0,1423.69,19931.66
O02349,C0035,2022-07-07,P103,Home,17.0,1349.83,22947.11
O02350,C0020,2022-02-19,P090,Home,14.0,807.53,11305.42
O02351,C0044,2023-12-21,P011,Fashion,5.0,1152.38,5761.9
O02352,C0178,2023-03-16,P058,Fashion,6.0,1484.35,8906.1
O02353,C0045,2023-10-12,P085,Groceries,15.0,1060.14,15902.1
O02354,C0097,2022-04-04,P052,Books,10.0,327.9,3279.0
O02355,C0113,2023-01-06,P035,Groceries,5.0,66.14,330.7
O02356,C0104,2023-08-30,P080,Electronics,18.0,19.73,355.14
O02357,C0179,2023-02-12,P104,Toys,11.0,1471.99,16191.89
O02358,C0014,2022-08-30,P041,Groceries,3.0,92.13,276.39
O02359,C0081,2022-06-05,P051,Fashion,19.0,307.04,5833.76
O02360,C0041,2023-03-02,P082,Groceries,17.0,598.04,10166.68
O02361,C0069,2023-05-31,P072,,,,5550.87
O02362,C0134,2022-07-23,P109,Toys,11.0,820.14,9021.54
O02363,C0082,2022-03-26,P063,Electronics,19.0,960.13,18242.47
O02364,C0039,2023-07-11,P092,Fashion,20.0,726.16,14523.2
O02365,C0034,2023-01-17,P102,Toys,7.0,1250.68,8754.76
O02366,C0072,2022-01-29,P053,Home,6.0,1048.14,6288.84
O02367,C0075,2023-11-07,P072,Toys,10.0,1447.31,14473.1
O02368,C0096,2023-02-01,P104,Groceries,9.0,953.63,8582.67
O02369,C0056,2023-01-24,P032,Fashion,5.0,111.46,557.3
O02370,C0114,2023-04-24,P078,Electronics,8.0,177.52,1420.16
O02371,C0091,2022-10-22,P012,Toys,18.0,233.84,4209.12
O02372,C0112,2022-04-22,P032,Books,20.0,16.28,325.6
O02373,C0187,2023-03-11,P120,Books,9.0,963.69,8673.21
O02374,C0051,2022-06-13,P094,Toys,2.0,549.38,1098.76
O02375,C0043,2023-11-26,P127,Fashion,12.0,1150.09,13801.08
O02376,C0037,2022-06-12,P014,Books,18.0,140.19,2523.42
O02377,C0096,2023-10-16,P008,Home,2.0,83.68,167.36
O02378,C0086,2022-08-29,P017,Books,18.0,556.73,10021.14
O02379,C0090,2022-02-05,P114,Groceries,14.0,1425.35,19954.9
O02380,C0015,2023-10-20,P126,Home,19.0,1497.42,28450.98
O02381,C0018,2022-07-08,P066,Fashion,9.0,183.73,1653.57
O02382,C0155,2022-10-27,P009,Groceries,3.0,1222.49,3667.47
O02383,C0075,2023-01-24,P043,Books,7.0,554.65,3882.55
O02384,C0152,2023-12-04,P076,Books,9.0,1400.58,12605.22
O02385,C0045,2022-04-25,P029,Groceries,20.0,1313.59,26271.8
O02386,C0033,2023-12-03,P057,Fashion,5.0,895.53,4477.65
O02387,C0092,2023-10-25,P110,Electronics,14.0,1151.75,16124.5
O02388,C0043,2022-03-05,P031,Books,9.0,982.1,8838.9
O02389,C0016,2023-02-06,P110,Toys,17.0,1450.67,24661.39
O02390,C0104,2023-11-30,P013,Toys,8.0,773.17,6185.36
O02391,C0194,2023-08-06,P090,Electronics,1.0,1210.87,1210.87
O02392,C0042,2023-03-17,P115,Toys,4.0,1233.51,4934.04
O02393,C0045,2023-03-25,P098,Toys,12.0,1071.54,12858.48
O02394,C0124,2022-01-29,P129,Groceries,5.0,1153.49,5767.45
O02395,C0184,2023-06-26,P019,Electronics,8.0,1477.68,11821.44
O02396,C0151,2023-12-11,P067,Toys,13.0,519.98,6759.74
O02397,C0065,2023-05-03,P045,Fashion,7.0,599.91,4199.37
O02398,C0119,2023-12-19,P084,Fashion,15.0,1367.4,20511.0
O02399,C0146,2022-04-11,P111,Fashion,8.0,420.31,3362.48
O02400,C0148,2023-04-05,P077,Toys,9.0,1226.36,11037.24
O02401,C0169,2023-11-15,P087,Fashion,4.0,895.58,3582.32
O02402,C0072,2023-09-04,P088,Home,5.0,575.01,2875.05
O02403,C0001,2022-03-30,P048,Books,19.0,692.37,13155.03
O02404,C0198,2023-11-25,P090,Books,10.0,69.35,693.5
O02405,C0083,2023-02-28,P059,Home,13.0,171.88,2234.44
O02406,C0147,2023-06-09,P094,Toys,16.0,1233.18,19730.88
O02407,C0178,2022-11-20,P092,Fashion,4.0,1170.51,4682.04
O02408,C0049,2022-12-20,P062,Books,11.0,373.22,4105.42
O02409,C0025,2023-05-09,P052,Toys,14.0,856.58,11992.12
O02410,C0158,2023-12-02,P038,Home,7.0,944.37,6610.59
O02411,C0197,2023-04-16,P096,Books,9.0,765.43,6888.87
O02412,C0017,2022-02-10,P010,Fashion,13.0,1158.0,15054.0
O02413,C0072,2022-07-03,P025,Books,19.0,26.35,500.65
O02414,C0145,2022-01-08,P063,Books,4.0,1304.35,5217.4
O02415,C0020,2022-12-04,P056,Books,18.0,1181.69,21270.42
O02416,C0089,2022-04-13,P055,Fashion,12.0,552.57,6630.84
O02417,C0054,2022-08-26,P125,Toys,1.0,1215.04,1215.04
O02418,C0103,2023-09-16,P093,Home,9.0,1249.33,11243.97
O02419,C0031,2023-12-21,P030,Toys,12.0,1345.5,16146.0
O02420,C0163,2023-05-11,P012,Books,7.0,1084.98,7594.86
O02421,C0087,2023-10-20,P119,Electronics,17.0,1004.26,17072.42
O02422,C0001,2023-12-15,P076,Groceries,12.0,99.01,1188.12
O02423,C0059,2023-02-04,P120,Groceries,18.0,1438.37,25890.66
O02424,C0092,2023-05-07,P096,Toys,13.0,87.23,1133.99
O02425,C0135,2022-08-31,P085,Toys,4.0,343.97,1375.88
O02426,C0013,2022-05-25,P093,Electronics,9.0,879.05,7911.45
O02427,C0101,2022-09-16,P053,Fashion,15.0,291.27,4369.05
O02428,C0034,2023-05-15,P045,Toys,4.0,713.84,2855.36
O02429,C0118,2023-04-09,P123,Home,4.0,799.88,3199.52
O02430,C0020,2022-01-08,P023,Toys,2.0,1438.3,2876.6
O02431,C0019,2022-05-02,P120,Toys,3.0,1009.77,3029.31
O02432,C0101,2022-10-06,P123,Toys,10.0,126.9,1269.0
O02433,C0079,2023-10-11,P106,Home,6.0,1290.72,7744.32
O02434,C0044,2023-03-27,P059,Books,13.0,356.03,4628.39
O02435,C0190,2023-09-23,P049,Groceries,16.0,569.34,9109.44
O02436,C0029,2023-11-09,P007,Books,16.0,333.74,5339.84
O02437,C0135,2023-06-15,P074,Fashion,14.0,241.1,3375.4
O02438,C0085,2022-08-20,P053,Electronics,9.0,1242.93,11186.37
O02439,C0039,2023-02-06,P061,Home,17.0,38.82,659.94
O02440,C0026,2023-09-13,P080,Home,8.0,508.53,4068.24
O02441,C0050,2023-08-10,P014,Groceries,3.0,1286.1,3858.3
O02442,C0132,2023-07-05,P106,Groceries,17.0,1435.35,24400.95
O02443,C0200,2022-10-31,P019,Electronics,18.0,731.71,13170.78
O02444,C0141,2022-07-24,P113,Groceries,12.0,1480.09,17761.08
O02445,C0156,2022-12-23,P029,Electronics,19.0,1398.31,26567.89
O02446,C0016,2022-02-06,P026,Toys,10.0,739.07,7390.7
O02447,C0004,2023-03-19,P074,Home,2.0,1157.42,2314.84
O02448,C0171,2023-01-04,P055,Electronics,14.0,859.37,12031.18
O02449,C0091,2022-11-12,P078,Toys,11.0,820.65,9027.15
